URL: https://www.youtube.com/watch?v=_VSMEPkvvm4
Title: Proszki, kapsułki, płyny i żele - w czym prać, żeby pranie było naprawdę czyste | Ula Pedantula #267
Description: Dziś proszki, kapsułki, płyny i żele do prania - czyli w czym prać, żeby pranie było naprawdę czyste. Co najlepiej nadaje się do czarnych rzeczy, co do białych ubrań, a co do kolorów. Jak stosować i dozować te poszczególne środki piorące. I czego nie może zabraknąć w mojej pralni. Zapraszam Was na nowy, poradniczy odcinek z serii "Dom dla początkujących" - Wasza Ula Pedantula.

0-5:     Dzień dobry! W dzisiejszym odcinku postanowiłam wam udowodnić, że poprzeczne paski wcale nie pogrubiają.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=0s
5-11:     A tak serią będziemy mówić o proszkach do prania. To jest seria dom dla początkujących. Zapraszam.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=5s
14-18:     Słuchajcie, dzisiaj chcę wam opowiedzieć o trzech podstawowych rodzajach środków do prania    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=14s
18-26:     i czym się charakteryzują i który wybrać, bo mamy żelę czy też płyny, mamy proszki takie tradycyjne w proszku    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=18s
26-32:     i mamy kapsuki. Każda z nich ma swoje wady, każda z nich ma swoje zalety, a każda z kolei piorąca osoba ma też swoje preferencje.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=26s
32-39:     Zacznijmy od tego, że musicie wziąć pod uwagę też troszeczkę to w jakim wieku jest wasza pralka, bo jeżeli jest taka naprawdę z tych starszych    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=32s
39-47:     to te tradycyjne środki typu proszek lepiej się sprawdzają. Bardzo często też w tych pralkach typu Eco Bubble    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=39s
47-55:     albo jakichś takich super zaawansowanych instrukcja bardzo jasno precyzuje co się powinno, w jaki sposób dozować    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=47s
55-61:     i jakich środków używać, więc w nowoczesnej pralce przeczytajcie instrukcję zanim na cokolwiek się zdecydujecie.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=55s
61-68:     Opowiem wam dzisiaj o wadach i zaletach każdego z tych środków piorących i opowiem wam też o tym czego używam sama.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=61s
68-77:     Zaczniemy od takiego tradycyjnego środka, czyli od proszku do prania. To jest coś czego używały nasze mamy i radziły sobie z tym doskonale,    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=68s
77-86:     ale używamy też my. Jakie zalety ma proszek? Podobno jest najbardziej skuteczny, być może na pewno łatwo go dozować    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=77s
86-92:     w tym sensie, że jesteście w stanie sobie w zależności od tego czy macie pełną pralkę czy też taką prawie pełną    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=86s
92-98:     czy bardzo zabrudzone rzeczy, czy średnio zabrudzone, po prostu tego proszku dozować tyle ile chcecie.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=92s
98-104:     Jeśli chodzi o minusy proszku to na pewno minus jest taki organizacyjny, trzeba go do tej szufladki wsypać,    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=98s
104-108:     a prawda jest taka, że bardzo często kiedy go wsypujemy to go jeszcze rozsypiemy wszędzie na około    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=104s
108-116:     i on potrafi się też nieładnie wypłukiwać z szufladki. Jeżeli nie wsypiecie go wystarczająco głęboko to pralka    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=108s
116-124:     puszczając strumień wody żeby wypłukać ten proszek często zostawia takie brzydkie, skawalone kawałki, takie zbrylone resztki    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=116s
124-129:     tego proszku i to w ogóle nie jest apetyczne i trzeba to potem wymywać i jest to dosyć upierdliwe.    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=124s
129-135:     Drugą wadą proszku bywa to, że on czasem zwłaszcza przy praniu w niskich temperaturach    https://www.youtube.com/watch?v=_VSMEPkvvm4&t=129s
